en_sentence	translation	variety	county	orthography
I could not	ئیمڕوو مەهەندس ڕەدە بانێلە ڤەی وارە ڤەلا ئیمە بین.	Sahneyi	Sahna	Laki Kurdish
a jackal howled in the distance	ئەژ دەستەی مدیرەل فەرمانێ دەرکریاس ئەڕان کەنین داڵانال نوو و مەهەندسەل هاتوون تا ئەندازەگیریەل فرە سەرەتایی ئەنجام بەن.	Sahneyi	Sahna	Laki Kurdish
I sat up again.	ئەوانە چەنێ جوانن و ڤەگەرد گشت ئی هەمکە جوانییە چەنێ فەرخ ها نامان.	Sahneyi	Sahna	Laki Kurdish
And what had been so far away was all at once quite near.	وژایەتی گشتیان ئازادانە نمود پەێدا کردێیە و حاڵ و هاوا جوورانجوران هەرە نام ئی ساڵەل جوانیشەم بێ پەردە نمود ئاشکارە.	Sahneyi	Sahna	Laki Kurdish
Jackals were swarming around me	یەکەم کەس پڕ جموجوولە و قژ سێیک دێرێ.	Sahneyi	Sahna	Laki Kurdish
eyes gleaming dull gold and vanishing again	دویەمین کەس دەفتەرچە ڤە دەست، هەرهانە ک ڕێ مەکێ یادداشت هیزەمێ، تاماشا دئور وژە مەکێ بەراوەردە مەکێ و چیێەلێ مەنووسێ.	Sahneyi	Sahna	Laki Kurdish
lithe bodies moving nimbly and rhythmically, as if at the crack of a whip.	سێیەم کەس دەس نیاسە گیفان کوت، جوورێ ک قاواراتێ کیشریا بایە چەم، ڕک و ڕاست گام هیزە مێ.	Sahneyi	Sahna	Laki Kurdish
One jackal came from behind me, nudging right under my arm, pressing against me, as if he needed my warmth, and then stood before me and spoke to me almost eye to eye and said:	سجایی نیشانە مێ؛ تەنیا نیشانە جوانی و نابردەباریێ ک پەنکوور نماو یەسە ک گوڕان لچ وژێیە مەجای.	Sahneyi	Sahna	Laki Kurdish
I am the oldest jackal far and wide.	چوارم کەس ئەڕان سێیەم کەس قسەلێ مەکێ ک ئەوو نەگستێیە؛	Sahneyi	Sahna	Laki Kurdish
I am delighted to have met you here at last.	چوارم کەس ک بالای ئەژ سێیمینە کورت ترە هەقاتی وەسوەسەکەرەل پاڤەپای ڕێیە مەکێ.	Sahneyi	Sahna	Laki Kurdish
I had almost given up hope, since we have been waiting endless years for you; my mother waited for you, and her mother, and all our foremothers right back to the first mother of all the jackals.	چوون کلک ئێشارەی هەر ها بان؛ هانە مایە چەم ک بگر دێرێ کول چێ یەک ڕز ئەڕان ڤەسفە مەكێ.	Sahneyi	Sahna	Laki Kurdish
believe me!	پەنجم کەس ک گاس ڕوتبەبان نامان بوو؛ ئەژ هامڕێ خوەش نمایتێ دەف ڤەنوا و دەف ڤە دوما ڕێیە مەکێ؛ ئەواکان گامەل وژ ڤەگەرد یە هام خشتە مەکەن.	Sahneyi	Sahna	Laki Kurdish
That is surprising, said I, forgetting to kindle the pile of firewood which lay ready to smoke away jackals.	ڕەنگ پەڕیا و بێ ئازە؛ چەمەلێ ڤە بوونە کاربەدستی فرە چییەسە چاڵا؛ فرە گل دەسە مەیلێ نەخش تئوڵ و مەچێیە نام فکرا.	Sahneyi	Sahna	Laki Kurdish
that is very surprising for me to hear.It is by pure chance that I have come here from the far North, and I am making only a short tour of your country.What do you jackals want, then?	شەشم و هفتم کەس، کەمێ چەمیا ڕێا مەکەن، کەپوڵەل نزیک ڤە یەک، دەست ڤە نام دەست یەک و گەرم قسە وژمانی.	Sahneyi	Sahna	Laki Kurdish
As if emboldened by this perhaps too-friendly inquiry the ring of jackals closed in on me; all were panting and openmouthed.	ئەگەر شک نیاشتاین ک ئێرە مادەن زخاڵ یا مەحەل کار ئیمە ڤەنام قۊلترین داڵانەلە، گوجەرترین شکێ نماتە دڵت ک ئی ئاقایانە ڤەگەرد ئە دەمڕۊ سخانی و ڕیش تاشریا و پت قڤینە، مەهەندس ک نە بەشکەم دو گلە کشیش مەسیحی جوانن.	Sahneyi	Sahna	Laki Kurdish
"We know, began the eldest, ""that you have come from the North; that is just what we base our hopes on."	یەکێ ئەژنان فرە ڤەخت ڤە دەنگێ ک مەمینستە نۊزە پشی ڤەسەر وژێ مەخەنیا، ئەواکەیش ڤەدەم یە مەخەنیا.	Sahneyi	Sahna	Laki Kurdish
You Northerners have the kind of intelligence that is not to be found among Arabs.	ئاو و تاوە مێا گەپ و گفت و دەس خڕداین تێکەڵ قسە کردنە مەکرد.	Sahneyi	Sahna	Laki Kurdish
Not a spark of intelligence, let me tell you, can be struck from their cold arrogance.	ئی دو کەسە، چەنێ بایست ئێ وژان قڕا بوون، یا بەرچەپ کەم سن ساڵ بینان چێ خزمەت ئەرزشدارێ ڤە مادەن زخاڵ کردێنە ک نمەتۊنن ڤە ئێرە، ڤەنام سەرکیشی ڤەی موهمیە هانە ڤە نواچەم بان دەسیلێان، ڤەگەرد خێال تەخت تەنیا ڤە باوەت کارەل شەخسی وژیان یا لانەکەم چێیەلێ ک ڤەگەرد کار پەیوەندی نەیرێ گەپا بەن.	Sahneyi	Sahna	Laki Kurdish
They kill animals for food, and carrion they despise.	ئایا ماوا یانە ڤەگەرد ئی خەنەخەن و لاقەیدییە هووشیانە کاریش بوو؟	Sahneyi	Sahna	Laki Kurdish
"Not so loud, said I, ""there are Arabs sleeping nearby."""	ڤە باوەت هانە کەسەلێ سەخت ماوا داوەری کرد.	Sahneyi	Sahna	Laki Kurdish
"You are indeed a stranger here, said the jackal, ""or you would know that never in the history of the world has any jackal been afraid of an Arab."	ڤە ئەلا شک ڤەنام نییە ک مەسڵەن هەشتم کەس ڤە شێوەی چەمگیرێ فرەتر ئەژ ئی دوانە، یا گاس فرەتر ئەژ کول ئاقایانە، سەرگەرم کارە.	Sahneyi	Sahna	Laki Kurdish
Why should we fear them?	ئەرک سەرشان وژە مەزانێ ک ئاگادار کول چێ بوو. ڤەگەرد چەکوش گوجینێ ک یەیسەر ئەژ گیفان مارێیە دەر و دوارە مەنێیە گیفان کول چێ ئازمایشتە مەکێ.	Sahneyi	Sahna	Laki Kurdish
Is it not misfortune enough for us to be exiled among such creatures?	گلگلێ ڤەگەرد لەباسەل تەمیز و پاک زرانییە مێە نام گەنگتاڵ و ڤە چەکوش تقە مەکێە زەمین.	Sahneyi	Sahna	Laki Kurdish
"Maybe, maybe, said I, ""matters so far outside my province I am not competent to judge; it seems to me a very old quarrel; I suppose it's in the blood, and perhaps will only end with it."""	دوماجا ک دوارە هیزەمەگرێ تەقە مەکێە دیوارەل و سەقف بان سەرێ.	Sahneyi	Sahna	Laki Kurdish
You are very clever, said the old jackal;	یەک گل تەمام قەد درێژا کیشا و هەر هانە بێ جمجۊل ڤسا، دی گومان کردیمن ڕووداو گەنێ پێش هەتێیە، ئەمان دوارە ڤەگەرد تەکان گت و گورجێ ک داوا جەستە باریک وژ و تیژ هیزگرد	Sahneyi	Sahna	Laki Kurdish
"and they all began to pant more quickly; the air pumped out of their lungs although they were statiding still; a rank smell which at times I had to set my teeth to endure streamed from their open jaws, ""you are very clever; what you have just said agrees with our old tradition.So we shall draw blood from them and the quarrel will be over."""	دڵنیامانا کرد تەنیا سەرگەرم ئازمایشت بییە.	Sahneyi	Sahna	Laki Kurdish
"Oh! said I, more vehemently than I intended, ""they'll defend themselves; they'll shoot you down in dozens with their muskets."""	ئیمە خێاڵە مەکەیم ک مادەن و کوچکەل مادەنە مەشناسیمن ئەمان جوەرێک ک ئی مەهەندسە ئازمایشتە مەکێ ئەڕانمان غەریب و نادیارە.	Sahneyi	Sahna	Laki Kurdish
"You misunderstand us, said he, ""a human failing which persists apparently even in the far North."	نوێم کەس چێیک جوور کالسکە ئایلکانە ها دەسێ، ک دەسگا ئەندازە گیری نیانەسا نامێ.	Sahneyi	Sahna	Laki Kurdish
All the water in the Nile couldn't cleanse us of that.	دەسگا فرە گران و ئەرزشدارە ک نیانەسێ نامجا نەرمترین پەمێ.	Sahneyi	Sahna	Laki Kurdish
"Why, the mere sight of their living flesh makes us turn tail and flee into cleaner air, into the desert, which for that very reason is our home."""	ئی کالسکە ڤە ئەساس بایست کارگەرێ بڕانتێ، ئەمان نەمەنێیە دەس ئەۊ، ئی کارە، کار مەهەنسێکە و هانە ک دیارە مەهەندسیش ڤە مەیل و شئوق فرە ئەنجامە مێ.	Sahneyi	Sahna	Laki Kurdish
And all the jackals around, including many newcomers from farther away, dropped their muzzles between their forelegs and wiped them with their paws; it was as if they were trying to conceal a disgust so overpowering that I felt like leaping over their heads to get away.	بگر جوانترین نامانیش بوو، گاس هالیپا نمەتۊنێ ڤە گشت دەسگاکە سەربارێیە ئێر، ئەمان یەک سەر چەمێ ها بینێ، جوورێ ک دەف هەس چێ نمەمینێ ک ڤەگەرد کالسکە بچووە نام دیوار.	Sahneyi	Sahna	Laki Kurdish
Then what are you proposing to do? I asked, trying to rise to my feet; but I could not get up	ئەمان مەهەنسێ تر هەس ک ڤەلا دەس کالسکە ڕێیە مەکێ و هووش هەسێ تا ئەۊ نەچووە نام دێوار.	Sahneyi	Sahna	Laki Kurdish
two young beasts behind me had locked their teeth through my coat and shirt; I had to go on sitting.	ئی مەهەندسە هانە ک دیارە گوڵە ڤە گوڵە دەسگا مەشناسێ و بگر سەرکەردە ڕاسکانی گشتیان یە بوو.	Sahneyi	Sahna	Laki Kurdish
"These are your trainbearers, explained the old jackal, quite seriously, ""a mark of honor."""	چەپ و ڕاست بێ یەکێ کالسکە گیرا بێ قەتەێکە دەسگا هیزەمێ، تاماشا نامجایە مەکێ، پیچێ شل یا تەنە مەکێ؛ تەکانێیە مێ، تەقە یاواشێ ڤەرنە مەکێ مارێتێە ئاگووش و تێژا ماوە سەر دەنگێ و دەس ئاخر ڤە حاڵێکا ک ڕانندە کالسکە فرە ڤەخت ها حەرەکەت، قەتعە گوجینە ک ڤەدۊرا سەخت مایەچەم، ڤە کوومێکا دواره مەیلێیە نام کالسکە.	Sahneyi	Sahna	Laki Kurdish
They must let go! I cried, turning now to the old jackal, now to the youngsters.	ڤە بوونە ئی کالسکە ڕەفتار ئی مەهەندسە توزێک سفت و سەخت و فەرمایشییە.	Sahneyi	Sahna	Laki Kurdish
"They will, of course, said the old one, ""if that is your wish."	10 گام مەنێیەسە دەسگا ئیمە گشت تەنیا ڤەگەرد ئاماژە کلێک بایست بەیمنەلا، هەتا ئەر جا ئەڕان دوماچین هەم ناوتێ.	Sahneyi	Sahna	Laki Kurdish
But it will take a little time, for they have got their teeth well in, as is our custom, and must first loosen their jaws bit by bit.	پشت سەر ئی دو مەهەندسە پادئوێک ڕێیە مەکێ ک هۊچ ئەرکێ نەیرێ.	Sahneyi	Sahna	Laki Kurdish
Meanwhile, give ear to our petition.	ئاقایان مەهەنس هەرهانە ک زانیاری و سوادیان حوکمە مەکێ، فرە ڤەختە هەر جوور پت بەرزی و قوت بازی نیانەسەلا.	Sahneyi	Sahna	Laki Kurdish
Your conduct hasn't exactly inclined me to grant it, said I.	ئەمان ڤەجیا ئەوان ئی پادئوە بگر کول فیس و قوتی گشتیان کوو کردیەسێ لاوژ.	Sahneyi	Sahna	Laki Kurdish
"Don't hold it against us that we are clumsy, said he, and now for the first time had recourse to the natural plaintiveness of his voice, ""we are poor creatures, we have nothing but our teeth; whatever we want to do, good or bad, we can tackle it only with our teeth."""	یەک دەس نیاسە کەلەدەنێ و دەس تر مەکیشێە بان دوکمە زەڕین یا پارچە نازک کوتەی.	Sahneyi	Sahna	Laki Kurdish
Well, what do you want? I asked, not much mollified.	فەر گل ئەڕان چەپ و ڕاست سەر تەکانە مێ بگر ک ئیمە سڵاممان کردێیەسە بن و ئەۊ دێرێ جواو سڵامە مێ.	Sahneyi	Sahna	Laki Kurdish
Sir, he cried, and all the jackals howled together; very remotely it seemed to resemble a melody.	یا بگر خێاڵ کردێیە ئیمە گشت دریمن سڵامە مەکەیمن و ئەۊ ڤەسەر بەرز بین مەقام نمەتۊنێ خاس بۊنێ کامینایمن.	Sahneyi	Sahna	Laki Kurdish
Sir, we want you to end this quarrel that divides the world.	سروشتییە ک ئیمە سڵامە بین نمەکەیمن بەرچەپ وژێ ک سەرشکلێهانە دیارە مەکێ ک کەتێیەسە خێاڵ بگر پادئو دەفتەر ڕیاسەت مادەن بین ڕەدە فرە بانێکە.	Sahneyi	Sahna	Laki Kurdish
You are exactly the man whom our ancestors foretold as born to do it.	هەڵبەت ئیمە ڤە پشت سەر ئەژ ئەۊ مەخەنیمن ئەمان خوو چوون تریشقەی ئاسمان قوڕەیش مەحاڵە وادارکەیتێ ک تاماشا دوما کەیتێ، زات و ڤجودێ جوور ڕاز موشکل دارێ ڤەهەر شێوەێ داواکار ئەرج و قورب و ئێحترام نیانە.	Sahneyi	Sahna	Laki Kurdish
We want to be troubled no more by Arabs; room to breathe; a skyline cleansed of them; no more bleating of sheep knifed by an Arab; every beast to die a natural death; no interference till we have drained the carcass empty and picked its bones clean.	ئیمڕوو فرە کار نمەکەیمن، ئی ڤەتن کارە فرە ئەژ حەد خاس بی.	Sahneyi	Sahna	Laki Kurdish
Cleanliness, nothing but cleanliness is what we want — and now they were all lamenting and sobbing	هانە سەرکیشیەلێ فکر کارکردن تەمام و کەمال ئەژ ئایمە مەسینێ.	Sahneyi	Sahna	Laki Kurdish
how can you bear to live in such a world, O noble heart and kindly bowels?	هەوەس یەکێ ماق ئی ئاقایانە بۊمن ک مەچێنە نام تاریکان ئی داڵانێ نموونە مادەنە؛ فرە زووردارە.	Sahneyi	Sahna	Laki Kurdish
Filth is their white.	تازەیشەم دی چیێ ئەژ ئاخرەل سات کاری نەمەنێیە، دی گاس ئەڕا هاوگل کردن ئاقایان نەمینیمن.	Sahneyi	Sahna	Laki Kurdish
filth is their black.	چەقەڵەل و عەرەبەل	Sahneyi	Sahna	Laki Kurdish
their beards are a horror; the very sight of their eye sockets makes one want to spit.	نام ئابادیێک ئەژ نامدڵ بێاوان چادر داۊمن.	Sahneyi	Sahna	Laki Kurdish
"And so, sir, and so, dear sir, by means of your all-powerful hands slit their throats through with these scissors!"""	هامڕێیەل ڤەتۊن.	Sahneyi	Sahna	Laki Kurdish
And in answer to a jerk of his head a jackal came trotting up with a small pair of sewing scissors, covered with ancient rust, dangling from an eyetooth.	عەرەبێک باڵابەرز و سپێ پووش دالام و چی	Sahneyi	Sahna	Laki Kurdish
Well, here's the scissors at last, and high time to stop! cried the Arab leader of our caravan who had crept upwind toward us and now cracked his great whip.	شوترەل تیمارا کردۊ مەچیا ک بەئسێ.	Sahneyi	Sahna	Laki Kurdish
The jackals fled in haste, but at some little distance rallied in a close huddle, all the brutes so tightly packed and rigid that they looked as if penned in a small fold girt by flickering will-o'-the-wisps.	ڤەپشت، بان چیمانەل درێژ کیشاویم	Sahneyi	Sahna	Laki Kurdish
So you've been treated to this entertainment too, sir, said the Arab, laughing as gaily as the reserve of his race permitted.	مەگستم بەئسم	Sahneyi	Sahna	Laki Kurdish
You know, then, what the brutes are after? I asked.	نمەتۊنستم	Sahneyi	Sahna	Laki Kurdish
"Of course, said he, ""it's common knowledge; so long as Arabs exist, that pair of scissors goes wandering through the desert and will wander with us to the end of our days."	چەقەڵێک ڤە دۊر مەلۊلان	Sahneyi	Sahna	Laki Kurdish
Every European is offered it for the great work; every European is just the man that Fate has chosen for them.	دوارە نیشتم.	Sahneyi	Sahna	Laki Kurdish
They have the most lunatic hopes, these beasts; they're just fools, utter fools.	چێیک ک ئەخنکە دۊر بی بێ هاواس نزیکا بۊ	Sahneyi	Sahna	Laki Kurdish
That's why we like them; they are our dogs; finer dogs than any of yours.	چەقەڵەل مەمکە داۊنە دئورم	Sahneyi	Sahna	Laki Kurdish
"Watch this, now, a camel died last night and I have had it brought here."""	چەمەلێک بوور و لێخن ک مەدرۊشیان و خامووشە مێڤیان	Sahneyi	Sahna	Laki Kurdish
Four men came up with the heavy carcass and threw it down before us.	جەستەل کیشریا، ک بگر ڤەژێر شریقە شەلاخ، گت و گورج تەکانە مەواردن.	Sahneyi	Sahna	Laki Kurdish
It had hardly touched the ground.	یەکێک ڤەرنان ئەژ پشت‌سەر هەتە نزیکم، ڤە زوورزماکی ئێ ژێر دەستم ڕەدا بی، و بگر تامارزو گەرما گیانم بوو تەنگ وژ چەسبانە قەی من، ئیجارە ڤسا ڕۊەڕۊم، چەم بڕییە نام چەمم و ڤت:	Sahneyi	Sahna	Laki Kurdish
the jackals lifted up their voices.	من پیرترین چەقەڵە کول ئی مەنتەقەمە.	Sahneyi	Sahna	Laki Kurdish
As if irresistibly drawn by cords each of them began to waver forward, crawling on his belly.	خوەشاڵم ک تۊنستم ڤەرەج چینت، بڕەسمە خزمەتت.	Sahneyi	Sahna	Laki Kurdish
They had forgotten the Arabs, forgotten their hatred, the all-obliterating immediate presence of the stinking carrion bewitched them.	دی چێیک نەمەنۊ ک نائومێدا بووم، چوون ئیمە ساڵان ساڵە ک چەمەڕێ تو نیشتیمە، دام چەمەڕێت نیشتێیە، دا دامیش، و گشت دایەل ڤەرجە ئەۊ، تا بڕەسێیە دا گشت چەقەڵەل.	Sahneyi	Sahna	Laki Kurdish
One was already at the camel's throat, sinking his teeth straight into an artery.	باوەڕ بکە!	Sahneyi	Sahna	Laki Kurdish
Like a vehement small pump endeavoring with as much determination as hopefulness to extinguish some raging fire, every muscle in his body twitched and labored at the task.	ڤتم «تەجوبە مەکەم»، و ئەژ بیرم چی تا کوومە چیلک و هێمە ک ئامادە بی تا ڤەگەرد دۊکەڵێ چەقەڵەل بتاڕێنم ئاگر بەم:	Sahneyi	Sahna	Laki Kurdish
In a trice they were all on top of the carcass, laboring in common, piled mountain-high.	فرە سەرم سڕە مەمینێ ک ئی قسە مەشنئوم. من بەختەکی ئەژ باکوورێ دۊر هەتمەسە ئێرە، و نییەت سەفەر کورت و کوڵێک درم. ئیسکە بووشن بینم چە مەیتینان؟	Sahneyi	Sahna	Laki Kurdish
And now the caravan leader lashed his cutting whip crisscross over their backs.	بگر ڤەگەرد ئی پرسیارە ک گاس فرەئەژ حەد دوستانە بی هانێیان دامە، خڕاتەێک ک دانەسە دئورم تەنگ ترا کردن، گشتیان هەسەهەسە مەکەن.	Sahneyi	Sahna	Laki Kurdish
They lifted their heads; half swooning in ecstasy; saw the Arabs standing before them; felt the sting of the whip on their muzzles; leaped and ran backwards a stretch.	پیر چەقەڵەل دەست کردە شرۆڤە داین: ئیمە مەزانیمن ک ئەژ باکوورە ماین، ئومێد ئیمەیشە هەر ڤە یەسە.	Sahneyi	Sahna	Laki Kurdish
But the camel's blood was already lying in pools, reeking to heaven, the carcass was torn wide open in many places.	هوومە باکووریەل فەرهەنگێک درینان ک ڤەنام عەرەبەل نماو سراخێک ڤەرێنێ گرت.	Sahneyi	Sahna	Laki Kurdish
They could not resist it; they were back again; once more the leader lifted his whip; I stayed his arm.	ڤە قووز بین و پت هووشکێک ک یانە درن، مەزانین؟ هەتا نموا نۊتێکێک شوعور هاوردە دەیشت.	Sahneyi	Sahna	Laki Kurdish
"You are right, sir, said he, ""we'll leave them to their business; besides, it's time to break camp."	یانە ئەڕان یەک لەم وژیان پڕ بکەن حەیوانە مەکوشن، دوماجا ئەژ لاشەیشێ بێزارن.	Sahneyi	Sahna	Laki Kurdish
It's worth looking at them.	ڤتم: هانە ڤە دەنگ بەرزا قسە نەکە، نزیک ئیمە عەرەب ڤەتێیە.	Sahneyi	Sahna	Laki Kurdish
Marvelous creatures, aren't they? And how they hate us!	چەقەڵ ڤت: هەرە ڕاستیا ک غەریبەین، ئەمانە مەزانستین ک ڤە سەرانسەر مێژوو جەهان هۊچ چەقەڵێک تا ئیسکە زەڵەی ڤە هۊچ عەرەبێک نەچییە.	Sahneyi	Sahna	Laki Kurdish
An Old Manuscript	ئەژ ئەوان زەڵەمان بچوو؟	Sahneyi	Sahna	Laki Kurdish
It looks as if much had been neglected in our country's system of defense.	هەر ئی چارەڕەشییە بەس نییە ک ئیمە هایشتنەسە نام هانە قەومێک؟	Sahneyi	Sahna	Laki Kurdish
We have not concerned ourselves with it until now and have gone about our daily work; but things that have been happening recently begin to trouble us.	ڤتم: گاس؛ گاس. من ڤە وژم ئێجازە نمەم ڤە بابەت جەریانەلێک داوەری بکەم ک زانیاری ڤەرێنێ نەیرم، بایەست کیشمەکیش درێژەدارێک بوو، سە لابد پلکیاسە خۊن و، لابد ئاخریشێ ماوە خۊنا.	Sahneyi	Sahna	Laki Kurdish
I have a cobbler's workshop in the square that lies before the Emperor's palace.	پیر چەقەڵەل ڤت: تو فرە وریاین	Sahneyi	Sahna	Laki Kurdish
Scarcely have I taken my shutters down, at the first glimmer of dawn, when I see armed soldiers already posted in the mouth of every street opening on the square.	ئیسکە گشت توندتر هەسەهەسە مەکردن، ڤەگەرد یەکێ ئەژ سەر جا وژ جم نمەواردن، ڤە هەناسە کەتۊن، بوو تێژێک ک تەنیا ڤەگەرد دنانە بان یەک قرچانن مێڤیا تاوێ بارین، ڤە دەم قەپووزەل ڤازیان ماتە دەیشت: «تو فرە وریاین، قسەێک ک کردین ڤەگەرد ئاموزشەل دیرووکی ئیمە مەخوەنێ، سە ئیمە خۊن ئەوانە مەرشێنیمن تا کێشەکە تەماما بوو.»	Sahneyi	Sahna	Laki Kurdish
But these soldiers are not ours, they are obviously nomads from the North.	ڤتم «ئەک» ئەمان فرە پڕشوورتر ئەژ ئەوە ک مەگستم: «ئەوانە ڤە وژان بەرگیری مەکەن، ڤەگەرد تفەنگە لیان دەستە دەستە مئونە خۊنیتان.»	Sahneyi	Sahna	Laki Kurdish
In some way that is incomprehensible to me they have pushed right into the capital, although it is a long way from the frontier.	ڤت: مەبەستم گەن حالیا مئوین، ڤە بوونە زات سروشتی بەشەر ک دیارە ڤە باکوور دۊریش نابودا نماو.	Sahneyi	Sahna	Laki Kurdish
At any rate, here they are; it seems that every morning there are more of them.	هانە بوو حەتا ئاو ڕوود نیل هەم بڕەس ششتن و پاک کردن ئیمە نمەکێ.	Sahneyi	Sahna	Laki Kurdish
As is their nature, they camp under the open sky, for they abominate dwelling houses.	تەنیا زنێ دین ئەوانە بەسە تا ڤەرێ هاوا پاکترێک بەیوایمن، ڤیر بیلیمنە بێاوان ک هەر ڤەسەر یەیشە بیەسە ماڵ و ماوامان.	Sahneyi	Sahna	Laki Kurdish
They busy themselves sharpening swords, whittling arrows, and practicing horsemanship.	گشت چەقەڵەل دئوربەرم، ک ڤە ئی نامە شمار فرەترێک ئەژ ڕێ دۊرا ڤەرنان ئێزافە بۊن، کەپوڵەلیان تا نامڕاس قولەل نوایان چەمانن و ڤەگەرد چنگپەل پاکانە مەکردن. مەمینێستە یەکێ گستۊن داخەدڵی و جئەر وژیان بشارنا، داخەدڵیێک هانە خووفناک ک دڵمە مەگست هەرچێ زۊتر ڤەگەرد قومچ بەرزێک ئەژ خڕاتەێک ک داۊنە دئورم بەیوام.	Sahneyi	Sahna	Laki Kurdish
This peaceful square, which was always kept so scrupulously clean, they have made literally into a stable.	پرسیم: «سە نییەت هوومە چێکە؟»، و گستم هیز بگرم، ئەمان نەتۊنستم	Sahneyi	Sahna	Laki Kurdish
We do try every now and then to run out of our shops and clear away at least the worst of the filth, but this happens less and less often, for the labor is in vain and brings us besides into danger of falling under the hoofs of the wild horses or of being crippled with lashes from the whips.	دو گلە چەقەڵ جوان قەڵڤەلیان چوقانۊنە پشت کت و کراسەم و دەم بەساوین، ڤە ناچار نیشتما.	Sahneyi	Sahna	Laki Kurdish
Speech with the nomads is impossible.	چەقەڵ پیر ڤەگەرد سەر سەنگینی شروڤە دا: «ئەوانە، پەڕ دامانت گردێنە، ک شێوەێک ئەژ ئەرج هیشتێنە».	Sahneyi	Sahna	Laki Kurdish
They do not know our language	هەر هانە ک گوڕایگوڕ تاماشا پیر چەقەڵەل و چەقەڵەل جوانە مەکردم ڤە دەنگ بەرز ڤتم: «بووش، ڤێڵم کەن!»	Sahneyi	Sahna	Laki Kurdish
indeed they hardly have a language of their own.	پیر چەقەڵەل ڤت: «ئەگەر بەیتین هەڵبەتە ک ڤێڵە مەکەن».	Sahneyi	Sahna	Laki Kurdish
They communicate with each other much as jackdaws do.	ئەمان گڕێک درێژە درێ، چوون ڤە سەر ڕەسم و ڕوسووم، قەڵڤەلیان تا بن چوقانێنە و ڕێیک نەێرن مەگەر نۊتک نۊتک ڤەیەکا جیایان کەن.	Sahneyi	Sahna	Laki Kurdish
A screeching as of jackdaws is always in our ears.	تونیش ڤەی نامە گووشگیر داواکاری ئیمە بوو.	Sahneyi	Sahna	Laki Kurdish
Our way of living and our institutions they neither understand nor care to understand.	ڤتم: «ڕەفتارتان هانەیشە دڵگەرمم نەکردێیە.»	Sahneyi	Sahna	Laki Kurdish
And so they are unwilling to make sense even out of our sign language.	ڤت: «تو نەبایست ڕەفتارێ دۊر ئەژ ئەدەب و ناشیانە ئیمە تڵافی بکەین». ڤە ئێرە ئەڕان یەکەمین گل، ئەژ حاڵەت ناڵەبار دەنگ سروشتی وژ یارمەتی گرت، ئیمە حەیوانەل بەدبەختێکیمن، هەر ئی دنانەلە دریمن، ئەڕان هەر کارێک چێ خاس چێ گەن، تەنیا هەر ئی دنانەلە ها ئێختیارمان.	Sahneyi	Sahna	Laki Kurdish
You can gesture at them till you dislocate your jaws and your wrists and still they will not have understood you and will never understand.	جوورێک ک بگر گەڵێک نەرما بۊم پرسیم: «خوو چه مەیتینان؟»	Sahneyi	Sahna	Laki Kurdish
They often make grimaces; then the whites of their eyes turn up and foam gathers on their lips, but they do not mean anything by that, not even a threat; they do it because it is their nature to do it.	ڤە دەنگ بەرزا ڤت: «کاکە» و گشت چەقەڵەل لولانن، مەمینێستە یە ک ئەژ دۊرترین شوونەل ئاوازێک شنەفتۊم	Sahneyi	Sahna	Laki Kurdish
Whatever they need, they take.	کاکە، مەیتیمن کێشمەکێشی ک دنیا کردێیەسە دو کوت تەماما بکەین.	Sahneyi	Sahna	Laki Kurdish
You cannot call it taking by force.	باپیرەل ئیمە کەسێک ک پشت ڤە ئی کارە بەستێیە ڤە شێڤەێک دیاریا کردێنە ک بگر تونین.	Sahneyi	Sahna	Laki Kurdish
They grab at something and you simply stand aside and leave them to it.	مەیتیمن ڤە چنگ ئی عەرەبەلە ئاسایش داشتۊمن، ڕێ هەناس کیشاین داشتۊمن، چەمگە ئاسوومان ئەژ حوزووریان پاکا بوو، بەڕەباڕ کاوێڕێک ک چەقوو عەرەبەل مەکیشرێیە قوڕقینەی، نەشنئویم، هەر گیاندارێک بایست ڤە ئارامش بمرێ، مەیتیمن بێ هۊچ مزاحمێک خۊنێ تا ئاخر تک بکیشیمنە سەر و سوخانەلێ ئەژ گووشت پاکا کەیمن.	Sahneyi	Sahna	Laki Kurdish
From my stock, too, they have taken many good articles.	پاکی، و نه بێجەز پاکی؛ یە چێیکە ک ئیمە مەیتیمن - و ئیسکە دەس نیاوونە گریگاو؛ ڤەرەنسکە میاردن	Sahneyi	Sahna	Laki Kurdish
But I cannot complain when I see how the butcher, for instance, suffers across the street.	ئاخر تو چوو مەتوونین ئی دنیا تاو بارین؟ تو ئەی دڵ پاک؛ تو ئەی شیرین.	Sahneyi	Sahna	Laki Kurdish
As soon as he brings in any meat the nomads snatch it all from him and gobble it up.	یانە سفێدیان چەپەڵە	Sahneyi	Sahna	Laki Kurdish
Even their horses devour flesh; often enough a horseman and his horse are lying side by side, both of them gnawing at the same joint, one at either end.	سێیان چەپەڵە	Sahneyi	Sahna	Laki Kurdish
The butcher is nervous and does not dare to stop his deliveries of meat.	ڕیشیان نمود ترسە؛ دەسەلان ک هیزە مەن ئاگرجەهەنم ڤە نوا چەمتە مئونین.	Sahneyi	Sahna	Laki Kurdish
