English	Gilaki
Until Claude brought her, the white girl had never been to Harlem.	سيفيدˇ لاکؤکه، کلاؤد خۊشˇ همأ بأرده، نوأنأ تاهيسه خۊشˇ پا هارلئم ننأبۊ.
Now, however, she had been uptown a dozen times.	ألنی‌م هندئه لاکؤى خئلي بالاشهري بۊ.
But this was the first time that Claude had brought her to an apartment where they rented rooms to couples.	ولي اي دفأ أول دفأ بۊ کي کلاؤد اينه بأرده بۊ يکته أپارتمانˇ مئن کي جؤفتؤنه اۊتاق کرايه هأدئنن.
In the cold coming wintertime, it is good to be very close to someone who is warm.	زمسؤنˇ پيش، سردˇ پئيزˇ سرماىˇ مئن، خۊبه کي يک نفره تنأشي کي گرمه.
And to be wrapped in warm wonderful music, danceable but boppish, spiked with modern chords and flatted fifths, 	بأزين يکته گرمˇ هأکشي مۊزيک تأ فئويچه؛ يک جۊر مۊزيک کي رقصي بۊبۊن ولي باپي، اينˇ آکؤردؤن همه مؤدرن ؤ اينˇ پنجۊمي فاصلهٰ‌ن همه جيربمأ! 
and to be away from home, where the big library, even with the fireplace glowing, looks cold and too full of knowledge, and the bedroom is lonesome, although Mademoiselle has photographed it,	بأزين خؤنهٰ جي دۊر بيسي؛ اۊجۊر خؤنه کي اينˇ پيله کتابخؤنه حتى وختي اينˇ کله سۊته-دره، هندئه سرد ؤ پۊر پۊرˇ دؤنسنه؛ اۊجۊر خؤنه کي رختˇخؤ تئبه تسک ؤ چتينه، حتی أگه مادمازل اينˇ عکسه بکنده بي؛
A type of house where there is nobody interesting to drink with, although there is plenty to drink in the liquor cabinet, and it is better to be in Claude’s arms in Harlem, 	اۊجۊر خؤنه کي هي کس نيسأ تي ديلبخأ کي اۊنˇ همأ مشرۊب بۊخؤري، حتى أگه همه جۊرˇ مشرۊب تي کابينتˇ مئن دبۊن؛ پس بئتره کي کلاؤدˇ کشئه مئن دبي، هارلئمˇ مئن، 
wonderful colored boy the color of caramel-custard pie or a ginger-ale highball who makes you feel warm deep down inside and is sweet like pie, too.	يکته محشرˇ رنگيپۊست ريکهٰ ی کي اينˇ رنگ خۊدي کاراملي شيريني يا يکته پيله آؤخؤري پۊرپۊرˇ زنجٚبيلي آبٚجؤ، یک نفر کي کاري کؤنه گه تي ديرين گرم دککئه ؤ شيريني مۊسؤن شيرينه.
“You-all stop dancing on a dime,” Marcel said.	مارسل بۊته: رقصه بدأرين! بنه ده سنت!
The other couples laughed and the laughter bounced, like very hard rubber balls, around the room, not like tennis balls but like solid hard rubber balls, and Marcel laughed, too.	باخي جؤفتؤن خنده بۊدن ؤ خنده صدا وؤشته ايرأ-اۊرأ، يکته سفتˇ رزيني تۊپˇ مۊسؤن، ديرين اۊتاقˇ دؤرˇور، تنيسˇ تۊپˇ مۊسؤن نأ، سفتˇ سختˇ رزيني تۊپˇ مۊسؤن، بأزين مارسل أني خنده بۊده.
Marcel’s laughter was like a painter’s ground cloth that protects the furniture and anything else under a ceiling being painted.	مارسلˇ خنده صدا يکته نقاشˇ ملافهٰ مؤنس کي وختي سقفه رنگ زئدرن، خؤنه اسباب اثاثيه ؤ همه چئه حفظ کؤنه.
Marcel’s laughter somehow cleared the air of evil and left only the music and the seven people dancing, including himself.	مارسلˇ خنده هيتۊ بگيرنگير اۊتاقˇ هوا ياجي شرارته پاکأگۊده ؤ خالي مۊزيکه بنأ بۊمؤنه ؤ هف نفره کي رقص کأدبۊن؛ خۊدش أني بۊ.
One of the men was a very dark, very handsome hard-rubber-ball man of indefinite age, maybe young, maybe fifty, but too dark to tell.	يکته مردأکؤن خئلي سياتؤه بۊ، يکته خۊشتيپˇ سفتˇ رزيني تۊپˇ مۊسؤن مردأک کي اينˇ سنˇساله نشأست حدس زئن، شايد جوؤن، شايد پنجا، ولي خئلي سياتؤه.
I know that he was thirty-eight.	مۊ دؤنم کي سيˇ هش سال اينˇ سن بۊ.
The woman with whom he was dancing was the color of green tea in an off-white cup.	اۊ زنأک کي اينˇ همأ رقص کأدبۊ يکته نخۊتي رنگˇ جؤمˇ مئنˇ سبزˇچأيي رنگ بۊ.
He liked her.	لاکؤ خۊش دأشت.
She did not like him.	لاکۊ اينه خۊش ندأشت.
Marcel liked him.	مارسل اينه خۊش دأشت.
He did not and could not like Marcel.	مردأى ولي مارسله نأ خۊش دأشت نأ اینه خۊش دأشتنه تينس.
The other couple was just there.	اؤکته جؤفت هأچي اؤره ايسأبۊن.
Had you been there yourself, you would not have paid them much attention.	شمرأني أگه اؤره ايسأبين ايشؤنه زياد تحويل نيتين.
Some people are like that, like chairs in a room, taken for granted but not noticed, except when one wants to sit down.	بعضي آدمؤن ايتؤرن، اۊتاقˇ مئنˇ صندلئه مؤنن، رضاىˇ خاطر أجي ايشؤنˇ دبؤنه قبۊل کؤنين ولي شيمئه حواس ايشؤنˇ ورجه ننأ، جؤز وختي گه يک نفر بخأ اۊشؤنˇ سر بنيشه.
Nobody wanted anything from the other couple, because they had nothing to give.	اؤکته زؤج أجي هي کس هيچ چي نخأست چۊن هيچ چي ندأشتن هأدأن ئبه.
Marcel did not even press them to buy a round of drinks, discreetly, as he did the others when it was time to change the twelve records.	مارسل کي هر وخت خأس صفحهٰ عوضأکۊنه بقيهٰ وادأشت مشرۊب بهينن حتی ايشؤنه واندأشته کي يک دؤر مشرۊب بهينن.
The big handsome dark fellow had set up the house twice.	پيله خۊشتيپ سياتؤه مردکه دۊ دفأ پۊله حساب بۊده بۊ.
Claude said, “It’s on me this time, Marcellus.”	کلاؤد بۊته: “اي دفأره مۊ حساب کؤنم مارسلۊس.”
Joan lifted her cheek along his coat lapel as the first of twelve new records dropped and Marcel went into his spick-and-span kitchen for the drinks.	تا صفحه دؤنزه ته آهنگ تمنأبؤ، جؤن خۊ ديمکۊله سياتؤه مردأىˇ يقه ورجه جؤر بأرده ؤ مارسل بۊشؤ خۊشˇ ترˇتميز آشپزخؤنه مئن کي مشرۊب بأره.
The drinks! Social workers say there are more liquor stores in Harlem in proportion to its area than in any other part of Manhattan.	مشرۊب! مددکارؤنˇ اجتماعي گۊنن کي مأنهأتنˇ محلهٰ‌نˇ مئن، نسبت به مساحت، همه تهٰ جي ويشتر، هارلئمˇ مئن مشرۊب-فۊرۊشي هننأ.
I don’t know.	مۊ نۊدؤنم.
Certainly little house parties for profit, such as Marcel conducted, help keep the liquor stores way out of the red.	حتماً اي کۊچˇ خؤنهٰ‌نˇ مهمؤني‌ئن کي پۊلي ايسن، مارسلˇ کارˇ مۊسؤن، باعث بنه همیشک مشرۊب-فۊرۊشي‌ئنˇ بازار گرم بۊبۊن.
Marcel carried many a bottle of whiskey into his elevator and up to the fifth floor, where, from his kitchen window, if you stuck your head out, you could see Riverside Drive and sometimes the warships in the Hudson.	مارسل يک عالم ويسکي خۊشˇ همرأ ببرده آسانسۊرˇ مئن ؤ بۊشؤ جؤر، پنجؤمي طبقه، اؤره کي اينˇ آشپزخؤنه درجيک أجي أگه تي سره بيرين ببري تيني ريورسايد درايوه بيني ؤ گاگلف هادسؤنˇ مئنˇ جنگي کشتي‌ئنه.
But warships did not make Marcel think of sailors.	جنگي کشتيئن مارسلˇ فکره نبرده مالاٰنˇ طرف؛ 
He was an old fairy who had lost interest in uniforms.	قديمˇ خؤشگل‌پسر بۊ هين وأسي دئه يۊنيفؤرمه خۊش ندأشت.
In fact, his interest now was money.	راسه بخأين دئه ألنى پۊله خۊش دأشت.
That was why he gave parties primarily for people who did not touch his heart.	هين وأسي اصۊلاً اۊ آدمؤن ئبه مهمؤني گيت کي اينˇ دیله بردنه مننیسن.
Could it have been the records, the new records for dancing, with their off rhythms and their odd chords? Could it have been the music?	يعني آهنگؤنˇ وأسي بۊ؟ ايشؤني گه تازه بنأبۊ رقص ئبه؟ ايشؤنˇ ضدˇ ضربˇ ریتم ؤ ناقصˇ آکؤردؤنˇ وأسي بۊ؟ یعني مۊسيقي کار بۊ؟
Marcel came into the living room and put the drinks down on a long table.	مارسل بمأ تينيبي مئن مشرۊبؤنه فنأ يکته درازˇ ميزˇ سر.
Then, leaving a door open on purpose, he went into the bedroom and turned on a soft pretty light on a bedside table.	بأزين هيتؤ کي شؤدبۊ دؤنسه-بؤ دره وا بنأ بۊشؤ خۊشˇ اۊتاق ؤ پاتختي سر يکته کۊچˇ خؤجیر چراغه وأگيرؤنئه.
The light sent a golden sheen over the silken coverlet and sparkled on the rich deep hairs of the Bokhara rug, which had come from a very exclusive auction disposing of the furnishings of a great Long Island estate.	چراغˇ طلايي فۊتؤ دکته ابريشمي ملافه سر ۊ دۊتؤسه بؤخارايي فرشˇ گيجيکˇ سر کي يکته خاصˇ حراج أجي بهئه-بۊ، يکته حراج لانگ آيلأندˇ مئن کي يکته پيله ارث ؤ ميراثي اسباب اثاثيهٰ فۊرته-دبۊن.
Nobody could accuse Marcel of lacking good taste.	هي کس مارسلˇ سليقه همرأ گۊته مننيس.
But maybe it was the music.	ولي شايد مۊزيکˇ شي بۊ.
Otherwise, why did the laughter ring out again, louder than the music, and bounce, like a dozen hard rubber balls, around the room after 2 a.m., when usually his guests knew better than to be that noisy? 	نوأنأ چره دۊمأرته خنده-صدا، مۊزيک أجي پيلتر، دپيته-بۊ ؤ وگرسه-بۊ، دؤنزه ته سفتˇ رزيني تۊپˇ مۊسؤن، اۊتاقˇ دؤرˇور، ساعت ۲ نصفˇشؤ، ساعتي گه اینˇ مهمؤنؤنˇ عقل خأس برسه کي سرصدا نکۊنن.
And why did Marcel’s laughter stop being a ground cloth and start bouncing like a rubber ball, too, and a very hard one at that? Who knows why anything?	بأزين مارسلˇ خنده-صدا دئه چره  يکته نقاشˇ ملافهٰ نۊمؤنس ؤ يکته رزيني تۊپˇ مۊسؤن، ايشؤنˇ مئن همه تهٰ جي بدتر، بنابۊده درˇديواره خؤردن! کي دؤنه هرچيزˇ چرهٰ؟
But this is what happened: the tall dark fellow said, “I don’t have enough money,” to the woman with whom he was dancing.	سراخره ايتؤ بۊبؤ: سياتؤه دراز مردکه وگرسه اۊ زنأکه کي اينˇ همأ رقص کأدبؤ، بۊته ”مي پۊل کمه”.
Before she could reply, the white girl said, “Oh, but I do.”	حلئه اۊ جواب ندأ، سيفيدˇ لاکؤى بۊته ”آؤ! ولي مۊ دأنم.”
The “Oh, but” identified her as having been around at least a little in Harlem, and therefore the laughter bounced like rubber balls.	اۊ ”آؤ، ولي” معلۊم بۊده پيشترم ایسکالی هارلئمˇ مئن گیر بۊده دأنه، هين وأسي خنده-صدا رزيني تۊپؤنˇ مۊسؤن بۊخؤرده درˇديواره.
Claude looked startled.	کلاؤد زال بۊده بۊ.
The tea-colored woman looked mean.	چأيي-رنگˇ زنأى بدذات نظر أمأ.
The tall dark fellow said, “I been wanting to dance with that girl all evening.	سياتؤه درازˇ مردکه بۊته ”تمؤمˇ بعدˇظهر مۊ خأستم اۊ لاکۊ همرأ برقصم.
Come here!” Joan went.	بئه ائره جؤن!” جؤن پيش بۊشؤ.
At that moment, a new record began to play.	هۊ دم، يکته تازه آهنگ پخشأبؤ.
It was a Dizzy Gillespie record, and what it said without words summed up the situation pretty well.	ديزي گيلئسپي صفحه بۊ ؤ بي هيته گب، وضعیته بقایده وصف بۊده.
It was not that room but the world in that room that was in the record.	اۊن چي گه صفحهˇ مئن دبۊ نأ اۊ اۊتاق بلکي اۊتاقˇ مئنˇ عالم بۊ.
The music was uranium, and those seven people, had they been super-duper spies, could not have known more about atomic energy	مۊزيک خۊدي اۊرانيۊم، اۊ هف نفر آدم أني چنته کاربلد جاسۊسه مؤنسن کي انرژي هسته‌يي أجي خالي هينه دؤنن کي یکته هأکشي راهه مردن ئبه.
That made both of the colored women very angry.	اي وضعيت سيا زنأکؤنه خئلي عصباني بۊده.
The one whom nobody noticed stopped still, grabbed the man by his lapels, and said, “Sit down, you clown!”	اۊني که هي کس واخؤ نبۊ کي بي حرکت ایسأ، مردأیˇ یقهٰ بیته اینه هأکشئه بۊته ”بنیش تي جایˇ سر ماسکا!”.
He sat down.	مردأی بنيشته.
(This story was written circa 1961.)	(اي قصه دؤرˇورˇ ۱۹۶۱ بنويشته بۊبؤ.)
Langston Hughes, who died in 1967, was a poet, a playwright, and a fiction writer.	لأنگستن هيۊز کي ۱۹۶۷ بمرده، شاعر ؤ نمايشنامه-نیويس ؤ قصه-نیويس بۊ.
The Smallest Woman in the World	پأچˇگول
Clarice Lispector	کلاريس ليسپکتؤر
In the depths of equatorial Africa the French explorer, Marcel Pretre, hunter and man of the world, came across a tribe of pygmies of surprising minuteness.	مارسل پريتره يکته فرانسوي مؤکتشف کي شکارچي بۊ ؤ دۊنيا مئن نؤمي؛ آفريقايˇ اؤستوايي جلفي مئن، يکته قبيلهٰ بربۊخؤرده کي يکجۊر پأچˇگۊرماش بؤن کي آدمه باور نمأی!
He was even more surprised, however, to learn that an even smaller race existed far beyond the forests.	بأزين ويشتر تعجب بۊده وختي بفأمسه کي جنگلؤنˇ اۊ طرف، اۊ دۊرˇشر، هندئه اۊشؤن أجي پأچتر أني ايسأ.
So he traveled more deeply into the jungle.	هينˇ وأسي دۊرˇشره پيش بيته.
In the Central Congo he discovered, in fact, the smallest pygmies in the world.	«کؤنگؤیˇ شرقي» مئن، «کيوۊ» سلˇ نزديکي، راسه-راسه دۊنيا مئنˇ پأچترين پأچˇگۊرماشؤنه بياته.
And—like a box inside another box, inside yet another box—among the smallest pygmies in the world, he found the smallest of the smallest pygmies in the world, answering, perhaps, to the need that Nature sometimes feels to surpass herself.	يکته پيازˇ مئنˇ مۊسؤن کي هنده پياز دره ؤ اونˇ مئنأني هنده پيازه؛ شايد أني اي طبيعي نيازˇ وأسي کي آدم هميشک خأنه ۊو بۊده کاره بئتر چأکۊنه؛ دۊنيا مئنˇ پأچترين پأچˇگۊرماشؤنˇ مئنأني، دۊنياىˇ مئنˇ پۊرپۊرˇ پأچترين پأچˇگۊرماشؤن ايسأبۊ!
Among the mosquitoes and the trees moist with humidity, among the luxuriant vegetation of the most indolent green, Marcel Pretre came face to face with a woman no more than forty-five centimeters tall, mature, black, and silent.	شؤگزؤن ؤ گرمسيري دارؤنˇ مئنأجي، سبز ؤ أمبستˇ ولگؤنˇ مئنأجي، مارسل پريتره خۊدشه يکته زناکˇ پيش بدئه چل ؤ پنج سانتيمتر ؤ هش ميليمتر اينˇ قد! بالغ، سيا، تامأچئه.
As black as a monkey, he would inform the newspapers, and she lived at the top of a tree with her little mate.	اۊجۊر کي خۊ گؤزارشˇ مئن بأرده: «سيا، خودي ميمۊن»- کي خۊ پأچˇ مردأیˇ همرأ يکته دارˇ گۊف زندگي گۊد.
In the warm humidity of the forest, which matured the fruits quickly and gave them an unbearably sweet taste, she was pregnant.	دامؤنˇ دمبۊده تفتˇ مئن، کي ميوه‌ٰنه زۊدتر از مؤقه رسؤنئنه ؤ ايشؤنه يکجۊري شيرينأکؤنه کي آدمه باور نأنه، پأچˇگۊرماش زنأی شۊکؤم دأشت.
Meanwhile there she stood, the smallest woman in the world and	دۊنيا مئنˇ پأچترين زنأی اؤره ايسأبۊ ؤ
For a second, in the drone of the jungle heat, it was as if the Frenchman had unexpectedly arrived at the end of the line.	يک‌دم اۊ گرمˇزواله مئن، بخياله فرانسوي مردأی ناخبرکي خۊ هدفه فرسئه-بۊ.
Certainly, it was only because he was sane that he managed to keep his head and not lose control.	شايد چۊن تۊر نبۊ، اينˇ روح نأ تسليم بۊبؤ ؤ نأ خۊ حدˇحدۊده بشکنه.
Sensing a sudden need to restore order, and to give a name to what exists, he called her Little Flower.	اينکه لازمه همه‌چئه دسه‌بندي گۊدن ؤ هر دبؤن‌چي‌ئه يکچي دۊخؤندن، اينه وأدأشته کي اۊنه دۊخؤنه پأچˇگۊل.
And, in order to be able to classify her among the identifiable realities, he immediately began to gather data about her.	بأزين چۊن لازم بۊ کي اينه يکته جرگه‌ ؤ جۊرˇ مئن جا دأن ؤ دسه‌بندي گۊدن، تۊنداتۊند بنابۊده اينأجي اطلاعات جيمأگۊدن.
Her race is slowly being exterminated.	اينˇ نژاد دئه پۊر باقي نبۊ کي مؤنقرضأبۊن.
Few human examples remain of their species which, were it not for the subtle dangers of Africa, would be a widely scattered race.	اي جۊر أجي چنته نمۊنه بۊمؤنسه بۊ کي أگه آفريقا خطرؤنˇ وأسي نبۊ شايد کسؤنأجي جيمأبؤن يکجا.
Excluding disease, the polluted air of its rivers, deficiencies of food, and wild beasts on the prowl, the greatest hazard for the few remaining Likoualas are the savage Bantus, a threat which surrounds them in the silent air as on the morning of battle.	ليکوآلاؤن‌ئبه جؤزˇ مريضي ؤ آؤˇ تفت کي سمي بۊ ؤ غذایˇ کمي ؤ جؤنورؤنˇ فترک، اصلˇ خطر باهۊندؤنˇ فترکه ؤ اي خطر اۊ دم‌بۊده هوایˇ مئن هميشک ايشؤنه دؤرأگۊده دأنه؛ اۊ نزاعˇ مۊسؤن کي انسانˇ اوليه دأشت.
The Bantus pursue them with nets as they pursue monkeys.	باهۊندؤن، ايشؤنه ميمونˇ مۊسؤن، لالˇدؤمˇ همرأ شکار کؤنن.
And they eat them.	بأزين ايشؤنه خؤنن.
Just like that: they pursue them with nets and eat them.	ايتؤ: لالˇدؤمˇ همرأ ايشؤنه گينن ؤ خؤنن! 
So this race of tiny people went on retreating and retreating until it finally settled in the heart of Africa—where the fortunate explorer was to discover them.	ليکوآلا نژادˇ آدمؤن کي دئه پۊر باقي نۊمؤنسن، پس نيشينن. هميشک پس نيشته‌درن. اۊنقد کي آفريقا دله جلفي مئن أويرأبؤن. هؤره کي شالزن مؤکتشف ايشؤنه بياته.
As a strategic defense, they live in the highest trees. The women come down in order to cook maize, grind mandioca, and gather green vegetables; the men to hunt.	ايشؤن، دفاعˇ استراتژي وأسي، درازترين دارؤنˇ تۊک نيشتن ؤ زنأکؤن مکابيج أسيؤ گۊدن ؤ پتن ؤ وأش جيمأگۊدنˇ وأسي دار أجي فۊرۊز أمأن، مردأکؤن ني شکارˇ وأسي.
When a child is born, he is given his freedom almost at once.	وختي کي يکته زأک دۊنيا أمأ، اينه آزاد نأن.
Often, one must concede, the child does not enjoy his freedom for long among the wild beasts of the jungle, but, at least, he cannot complain that for such a short life the labor had been long.	واقعيت اينه کي جؤنورؤنˇ وأسي، زأک پۊر زمت منيس اي آزاديه وأچيشه. نشأنه اينˇ وأسي غم خؤردن کي اي کوتاهي زندگي وأسي اي جور سخت ؤ دقيق خأ کار گۊدن.
Even the language that the child learns is short and simple, consisting only of the essentials.	حتی زبؤني گه زأک ياد گيت ساده ؤ کوچتأی بۊ کي ايشؤنˇ اصلˇ نيازؤنه بيان گۊد.
The Likoualas use few names and they refer to things by gestures and animal noises.	ليکوآلاؤن چنته نؤمه کارأگيتن؛ ايشؤن همه‌چي‌ئه سر ؤ دسˇ ايما اشاره ؤ حيواناتˇ مۊسؤن سرصدا همرأ دۊخؤندن.
As a spiritual enhancement, he possesses his drum.	خۊشؤنˇ رۊحاني ؤ مذهبي امۊرات ئبه‌، يکته نقأره دأشتن.
While they dance to the sound of the drum, a tiny male keeps watch for the Bantus, who appear from heaven knows where.	هۊتؤ کي نقأره خؤندش أجي رخص گۊدن، يکته کۊچˇ مردأی باهۊندؤنˇ پيش -کي مألۊم نبۊ کؤره' جي خأ فترکن- سينه سپر گۊد.
This, then, was how the explorer discovered at his feet the smallest human creature that exists.	ايتؤ بۊ کي مؤکتشف دۊنيا مئنˇ کۊچترين انساني مسمکه کشف بۊده.
His heart pounded, for surely an emerald is so rare.	خۊ پایˇ سر مننيس بئسه، اينˇ قلب تراپ-تراپ زي، چۊن دۊنيا مئن هيچ زمردي اۊجۊر کمياب نئه.
Not even the teachings of the Indian sages are so rare, and even the richest man in the world has not witnessed such strange charm.	هندۊستانˇ حکيم مردأکؤنˇ بامۊته‌ٰن اۊجۊر کمياب نئه. دۊنيا مئنˇ پۊلدارترين آدمˇ چيشم أني مننئه اۊجۊر عجيبˇ غريب مسمکه فککئه.
There, before his eyes, stood a woman such as the delights of the most exquisite dream had never equaled.	اؤره اينˇ پيش يکته زنأی ايسأبۊ کي بئترين خاب ؤ خيالؤنˇ مئن أني اۊنه تصور گۊده نشأست.
"It was then that the explorer timidly pronounced with a delicacy of feeling of which even his wife would never have believed him capable, ""You are Little Flower."""	مؤکتشف، ترس ؤ شرمˇ همرأ باني يک‌جۊر بااحساس ؤ ظريف -کي خوشˇ زنأی هرگز خيال نۊد بۊتؤنه ايتؤرأني گب بزنه- بۊته: تۊ پأچˇ گۊلي!
At that moment, Little Flower scratched herself where one never scratches oneself.	هي دم، پأچˇگۊل خۊ يک‌جا' خأرش بزئه کي هي کس خأرش نزئنه.
The explorer—as if he were receiving the highest prize of chastity to which man, always so full of ideals, dare aspire—the explorer who has so much experience of life, turned away his eyes.	مؤکتشف -يکجۊر کي بخياله الؤن خأ اينه پاکدامني ؤ چيشم‌پاکي به جايزه هأدئن- خۊ ديمه وگردؤنه يکجا ديگره نيگا بۊده.
The photograph of Little Flower was published in the color supplement of the Sunday newspapers, where she was reproduced life size.	يکته تاتايي پأچˇگۊل أجي چاپ بۊبؤ، ساندی پيپرزˇ رنگي ضميمه مئن: «سایز اصلي!» 
She appeared wrapped in a shawl, with her belly in an advanced stage.	پأچˇگۊرماش زنأی، يکته پرخاله مئن فئپيته، اينˇ شۊکؤم پيله
Her nose was flat, her face black, her eyes deep-set, and her feet splayed.	 پختˇ دۊماغ، سيا ديم، گاچˇ پا؛
She looked just like a dog.	سکه وامؤند.
"That same Sunday, in an apartment, a woman, glancing at the picture of Little Flower in the open newspaper, did not care to look a second time, ""because it distresses me."""	اۊ يکشمبه، يکته آپارتمانˇ مئن، يکته زنأی کي پأچˇگۊلˇ تاتايئه رۊزنامه مئن نيگا کأدبۊ دئه نخأست هنده نيگا بکۊنه: «اينه نيگا کؤنم مي جؤن همه بيج-بيج کؤنه!»
In another apartment, a woman felt such a perverse tenderness for the daintiness of the African woman that—prevention being better than cure—Little Flower should never be left alone with the tenderness of that woman.	يکته دئه آپارتمانˇ مئن، يکته خانمه، پأچترين آفريقايي زنأی بوأسه بو! اۊجۊر وأسن کي نشأنه گۊتن! يک گرم پيشگيري، يک کيلۊ دوا درمؤن أجي بئتره؛ هين وأسي پأچˇگۊل أني صلاح نبۊ اۊ خانمˇ يأسه همرأ تنها بۊمؤنه.
Who knows to what darkness of love her affection might extend.	کي دؤنه عشقبازي يأسه خأس به کؤره ختم بۊبۊن؟ 
The woman passed a troubled day, overcome, one might say, by desire.	خانم تمؤمˇ رۊز  دۊبؤ ايسأبۊ بخياله يکچیي اينˇ دس أجي بۊشؤبي.
Besides, it was spring and there was a dangerous longing in the air.	تازه فصلˇ بهارم بۊ کي هوایˇ مئن يکچي دره کي هم خطرناکه هم آدمه لسأکؤنه.
In another house, a little five-year-old girl, upon seeing Little Flower's picture and listening to the comments of her parents, became frightened.	يکته دئه خؤنه مئن، يکته پنج ساله کۊچˇ لاکؤی، عکسه نيگاکأدبؤ ؤ گبؤنه اشتؤسه‌دبؤ، ايسأبۊ تعجۊبي.
In that house of adults, this little girl had been, until now, the smallest of human beings.	يکته خؤنه مئن پۊرپۊرˇ پيلˇآدمؤن، تاهيسه پأچترين آدم يکته کۊچˇ لاکؤی بۊ ؤ هينˇ 
And, if this was the source of the nicest endearments, it was also the source of that first fear of tyrannical love.	وأسي همه اينه پرپرهٰ گيتن: ايسه اي خبر أجي، اول بار بۊ کي عشقˇ اؤکته ديمه دئه‌دبۊ ؤ بيوفايي ترس اينˇ ديل دکته بۊ.
"The existence of Little Flower caused the little girl to feel—with a vagueness which only many years later, and, for quite different reasons, she was to experience as a concrete thought—caused her to feel with premature awareness, that ""misfortune knows no limits."""	پأچˇگۊلˇ دبؤن، کۊچˇ لاکؤکه وأدأشته پيلˇآدمؤنˇ مۊسؤن فيکرأشي ؤ ديلأجيرأکتگي همرأ -کي اي ديلأجيرأکتگي سالؤنˇ سال بأزين، اۊنم يک سري دلايلˇ ديگرˇ وأسي، بۊبؤ فيکر گۊدن- حس بکۊنه: «دۊنيا غمه تمؤمي دننئه».
In another house, in the consecration of spring, a young girl about to be married burst out compassionately	يکته خؤنهٔ ديگرˇ مئن، «بهارˇ پرستش»)ˇ مئن، يکته عزب لاکؤی کي تازه نامزد بۊده‌بۊ ديلسۊجي أجي نشا بۊبؤبۊ
Mother, look at her picture, poor little thing! Just look at her sad expression!	مأری! اينˇ کۊچتأی عکسه بين. اۊخؤی کۊچˇ دنه! فقط بين چۊجۊر دۊبؤره، اۊخؤی!
It was in another house that a bright child had a bright idea. Mummy, what if I were to put this tiny woman in little Paul's bed while he is sleeping? 	يکته دئه خؤنه مئن، يکته کۊچˇ أزازيل ريکأی يکته أزازيلي نظر دأشت: «مامان، مۊ تينم اي کۊچˇ زنأکه آفريقا يأجي بأرم، وختي پؤل خۊته بنئم اينˇ رختˇخؤˇ مئن؟ 
When he wakes up, what a fright he'll get, eh? 	وختي خؤ أجي ويريسأ ترس خؤنه؟ 
What a din he'll make when he finds her sitting up in bed beside him! 	أگه بينه اي زنأی خۊشˇ جایˇ مئن نيشته زۊکه نۊکؤنه؟ 
And then we could play with her! We could make her our toy, eh!	بأزۊن مۊ تينم زنأیˇ همرأ بازي بکۊنم؟ مي اسباب بازي بنه؟
His mother, at that moment, was rolling her hair in front of the bathroom mirror, and she remembered what the cook had told her about her time as an orphan.	اينˇ مأر، حمامˇ آينه پيش خۊ مؤ چأکأدبۊ ؤ ياد بأرده کي يکته آشپز اينه چي بۊته بۊ راجه به يکته يتيم‌خؤنه.
Not having my dolls to play with, and maternal feelings already stirring furiously in their hearts, some deceitful girls in the orphanage had concealed from the nun in charge the death of one of their companions.	يتيمؤن گئشه ندأشتن ؤ زأکماري گۊدنˇ يأسه ايشؤنˇ ديلˇ مئن تراپ-تراپ گۊد؛ هين وأسي وختي يکته زأک بمرده، اينˇ مردنه راهبه' جي قايمأگۊده‌بؤن.
They kept her body in a cupboard until Sister went out, and then they played with the dead girl, bathing her and feeding her little tidbits, and they punished her only to be able to kiss and comfort her afterward.	جنازهٰ يکته شکافˇ مئن دأشتن ؤ هر زمت کي راهبه بيرون شۊ بمرده زأکˇ لاشه همرأ بازي گۊدن، اينه حمام بردن ؤ يکچي اينه هأدأن خؤردن‌ئبه. گاگلف اينه تنبيه گۊدن کي بأزۊن بۊتؤنن اينه خۊشأدئن ؤ ناز بدئن.
The mother recalled this in the bathroom and she lowered her awkward hands, full of hairpins.	حمامˇ مئن، مأری ايشؤنه ياد بأرده ؤ خۊشˇ خيال‌دۊبؤ دسؤنه کي بيگودي دبۊ جير بأرده.
And she considered the cruel necessity of loving.	عشقˇ دردأچه نيازˇ فکره بۊده.
She considered the malignity of our desire to be happy.	اينˇ فکره بۊده کي أمئه يأسه مئن شادي ؤ خوشالي وأسي، چني بدطينتي دره! 
She considered the ferocity with which we want to play.	فکر بۊده أمه چۊجۊرˇ ناجۊري نياز دأنيم بازي بکۊنيم.
And the number of times when we murder for love.	چن هزار دفأ خأ عشقˇ وأسي بکۊشيم.
She then looked at her mischievous son as if she were looking at a dangerous stranger.	بأزۊن خۊشˇ أزازيل ريکأکه يکجۊر نيگابۊده بخياله يکته خطرناکˇ غريبه' نيگاکادره.
And she was horrified at her own soul, which, more than her body, had engendered that being so apt for life and happiness.	بأزۊن خۊشˇ رۊح أجي ترس بۊخؤرده، رۊحي گه اينˇ جؤن أجي ويشتر اي ريکه چأگۊدنˇ مئن نقش دأشت؛ زأکي گه زندگي ؤ شادي مئن مهارت دأشت.
